rgb_path,annotations_path,type,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,map,weather,camera_position,no_frames,duration,height,width,annotations_start_offset
videos/head-on/Town06_head-on_clear_51_aug2.mp4,video_annotations/Town06_head-on_clear_51.json.gz,head-on,8.85,177,0.49375,0.6361111111111111,0.4572916666666666,0.6101851851851852,0.5302083333333333,0.6620370370370371,Town06,clear,51,328,16.4,1080,1920,146
videos/head-on/Town06_head-on_clear_53_aug2.mp4,video_annotations/Town06_head-on_clear_53.json.gz,head-on,12.4,248,0.625,0.6833333333333333,0.5973958333333333,0.6407407407407407,0.6526041666666667,0.725925925925926,Town06,clear,53,412,20.6,1080,1920,76
videos/head-on/Town06_head-on_night_00_aug2.mp4,video_annotations/Town06_head-on_night_00.json.gz,head-on,13.8,276,0.5169270833333334,0.7916666666666666,0.5026041666666666,0.6990740740740741,0.53125,0.8842592592592593,Town06,night,0,523,26.15,1080,1920,150
videos/head-on/Town06_head-on_night_02_aug2.mp4,video_annotations/Town06_head-on_night_02.json.gz,head-on,14.15,283,0.43671875,0.4546296296296296,0.3885416666666667,0.3851851851851852,0.4848958333333333,0.524074074074074,Town06,night,2,496,24.8,1080,1920,35
videos/head-on/Town06_head-on_night_04_aug2.mp4,video_annotations/Town06_head-on_night_04.json.gz,head-on,13.55,271,0.4432291666666667,0.3212962962962963,0.3973958333333333,0.2842592592592592,0.4890625,0.3583333333333333,Town06,night,4,528,26.4,1080,1920,65
videos/head-on/Town06_head-on_night_07_aug2.mp4,video_annotations/Town06_head-on_night_07.json.gz,head-on,13.05,261,0.4653645833333333,0.4314814814814814,0.446875,0.3537037037037037,0.4838541666666666,0.5092592592592593,Town06,night,7,595,29.75,1080,1920,64
videos/head-on/Town06_head-on_night_09_aug2.mp4,video_annotations/Town06_head-on_night_09.json.gz,head-on,11.5,230,0.5067708333333333,0.1648148148148148,0.4833333333333333,0.0981481481481481,0.5302083333333333,0.2314814814814814,Town06,night,9,435,21.75,1080,1920,134
videos/head-on/Town06_head-on_night_11_aug2.mp4,video_annotations/Town06_head-on_night_11.json.gz,head-on,14.4,288,0.41875,0.2736111111111111,0.3692708333333333,0.2462962962962963,0.4682291666666666,0.3009259259259259,Town06,night,11,487,24.35,1080,1920,81
videos/head-on/Town06_head-on_night_13_aug2.mp4,video_annotations/Town06_head-on_night_13.json.gz,head-on,13.55,271,0.5927083333333333,0.3282407407407407,0.55,0.2796296296296296,0.6354166666666666,0.3768518518518518,Town06,night,13,513,25.65,1080,1920,83
videos/head-on/Town06_head-on_night_16_aug2.mp4,video_annotations/Town06_head-on_night_16.json.gz,head-on,10.45,209,0.4369791666666666,0.1476851851851852,0.41875,0.1092592592592592,0.4552083333333333,0.1861111111111111,Town06,night,16,492,24.6,1080,1920,54
videos/head-on/Town06_head-on_night_18_aug2.mp4,video_annotations/Town06_head-on_night_18.json.gz,head-on,12.15,243,0.434375,0.5194444444444445,0.3927083333333333,0.4833333333333333,0.4760416666666666,0.5555555555555556,Town06,night,18,458,22.9,1080,1920,69
videos/head-on/Town06_head-on_night_20_aug2.mp4,video_annotations/Town06_head-on_night_20.json.gz,head-on,15.85,317,0.57421875,0.5194444444444445,0.5286458333333334,0.475,0.6197916666666666,0.5638888888888889,Town06,night,20,510,25.5,1080,1920,39
videos/head-on/Town06_head-on_night_22_aug2.mp4,video_annotations/Town06_head-on_night_22.json.gz,head-on,7.6,152,0.46796875,0.4324074074074074,0.4552083333333333,0.3925925925925926,0.4807291666666666,0.4722222222222222,Town06,night,22,302,15.1,1080,1920,215
videos/head-on/Town06_head-on_night_24_aug2.mp4,video_annotations/Town06_head-on_night_24.json.gz,head-on,5.15,103,0.5578125,0.437037037037037,0.5244791666666667,0.3694444444444444,0.5911458333333334,0.5046296296296297,Town06,night,24,350,17.5,1080,1920,219
videos/head-on/Town06_head-on_night_26_aug2.mp4,video_annotations/Town06_head-on_night_26.json.gz,head-on,10.1,202,0.5950520833333334,0.4476851851851852,0.5541666666666667,0.4277777777777777,0.6359375,0.4675925925925926,Town06,night,26,465,23.25,1080,1920,80
videos/head-on/Town06_head-on_night_28_aug2.mp4,video_annotations/Town06_head-on_night_28.json.gz,head-on,7.85,157,0.6005208333333333,0.4555555555555555,0.578125,0.4203703703703704,0.6229166666666667,0.4907407407407407,Town06,night,28,431,21.55,1080,1920,104
videos/head-on/Town06_head-on_night_30_aug2.mp4,video_annotations/Town06_head-on_night_30.json.gz,head-on,12.4,248,0.5122395833333333,0.6273148148148148,0.5026041666666666,0.5916666666666667,0.521875,0.662962962962963,Town06,night,30,486,24.3,1080,1920,76
videos/head-on/Town06_head-on_night_32_aug2.mp4,video_annotations/Town06_head-on_night_32.json.gz,head-on,12.1,242,0.50625,0.6157407407407407,0.4822916666666667,0.5851851851851851,0.5302083333333333,0.6462962962962963,Town06,night,32,417,20.85,1080,1920,43
videos/head-on/Town06_head-on_night_34_aug2.mp4,video_annotations/Town06_head-on_night_34.json.gz,head-on,7.4,148,0.1880208333333333,0.6342592592592593,0.1265625,0.5981481481481481,0.2494791666666666,0.6703703703703704,Town06,night,34,464,23.2,1080,1920,136
videos/head-on/Town06_head-on_night_36_aug2.mp4,video_annotations/Town06_head-on_night_36.json.gz,head-on,12.0,240,0.6028645833333334,0.3601851851851851,0.5739583333333333,0.3314814814814815,0.6317708333333333,0.3888888888888889,Town06,night,36,425,21.25,1080,1920,116
videos/head-on/Town06_head-on_night_38_aug2.mp4,video_annotations/Town06_head-on_night_38.json.gz,head-on,9.45,189,0.528125,0.9055555555555556,0.4822916666666667,0.812037037037037,0.5739583333333333,0.999074074074074,Town06,night,38,439,21.95,1080,1920,71
videos/head-on/Town06_head-on_night_41_aug2.mp4,video_annotations/Town06_head-on_night_41.json.gz,head-on,15.8,316,0.2864583333333333,0.4379629629629629,0.2505208333333333,0.412037037037037,0.3223958333333333,0.4638888888888889,Town06,night,41,425,21.25,1080,1920,110
videos/head-on/Town06_head-on_night_43_aug2.mp4,video_annotations/Town06_head-on_night_43.json.gz,head-on,14.65,293,0.5416666666666666,0.6365740740740741,0.5046875,0.5953703703703703,0.5786458333333333,0.6777777777777778,Town06,night,43,515,25.75,1080,1920,35
videos/head-on/Town06_head-on_night_46_aug2.mp4,video_annotations/Town06_head-on_night_46.json.gz,head-on,11.4,228,0.903125,0.9125,0.8067708333333333,0.825925925925926,0.9994791666666668,0.999074074074074,Town06,night,46,343,17.15,1080,1920,195
videos/head-on/Town06_head-on_night_48_aug2.mp4,video_annotations/Town06_head-on_night_48.json.gz,head-on,10.0,200,0.5822916666666667,0.3837962962962963,0.5369791666666667,0.3611111111111111,0.6276041666666666,0.4064814814814815,Town06,night,48,447,22.35,1080,1920,122
videos/head-on/Town06_head-on_night_50_aug2.mp4,video_annotations/Town06_head-on_night_50.json.gz,head-on,14.45,289,0.7546875,0.4175925925925925,0.7119791666666667,0.387037037037037,0.7973958333333333,0.4481481481481481,Town06,night,50,453,22.65,1080,1920,160
videos/head-on/Town06_head-on_night_52_aug2.mp4,video_annotations/Town06_head-on_night_52.json.gz,head-on,14.85,297,0.4932291666666666,0.325,0.4765625,0.299074074074074,0.5098958333333333,0.3509259259259259,Town06,night,52,471,23.55,1080,1920,48
videos/head-on/Town06_head-on_sunset_01_aug2.mp4,video_annotations/Town06_head-on_sunset_01.json.gz,head-on,11.35,227,0.4807291666666666,0.6217592592592592,0.4510416666666667,0.5518518518518518,0.5104166666666666,0.6916666666666667,Town06,sunset,1,301,15.05,1080,1920,111
videos/head-on/Town06_head-on_sunset_03_aug2.mp4,video_annotations/Town06_head-on_sunset_03.json.gz,head-on,17.05,341,0.7481770833333333,0.424074074074074,0.7052083333333333,0.3944444444444444,0.7911458333333333,0.4537037037037037,Town06,sunset,3,378,18.9,1080,1920,73
videos/head-on/Town06_head-on_sunset_05_aug2.mp4,video_annotations/Town06_head-on_sunset_05.json.gz,head-on,12.05,241,0.5153645833333333,0.4092592592592592,0.4682291666666666,0.3685185185185185,0.5625,0.45,Town06,sunset,5,349,17.45,1080,1920,81
videos/head-on/Town06_head-on_sunset_07_aug2.mp4,video_annotations/Town06_head-on_sunset_07.json.gz,head-on,9.6,192,0.4260416666666666,0.8851851851851852,0.3973958333333333,0.7712962962962963,0.4546875,0.999074074074074,Town06,sunset,7,370,18.5,1080,1920,92
videos/head-on/Town06_head-on_sunset_10_aug2.mp4,video_annotations/Town06_head-on_sunset_10.json.gz,head-on,8.2,164,0.85,0.9087962962962964,0.7552083333333334,0.8185185185185185,0.9447916666666668,0.999074074074074,Town06,sunset,10,326,16.3,1080,1920,120
videos/head-on/Town06_head-on_sunset_12_aug2.mp4,video_annotations/Town06_head-on_sunset_12.json.gz,head-on,8.3,166,0.5395833333333333,0.2634259259259259,0.5010416666666667,0.2324074074074074,0.578125,0.2944444444444444,Town06,sunset,12,302,15.1,1080,1920,158
videos/head-on/Town06_head-on_sunset_14_aug2.mp4,video_annotations/Town06_head-on_sunset_14.json.gz,head-on,10.4,208,0.5125,0.2375,0.5,0.1935185185185185,0.525,0.2814814814814815,Town06,sunset,14,327,16.35,1080,1920,54
videos/head-on/Town06_head-on_sunset_16_aug2.mp4,video_annotations/Town06_head-on_sunset_16.json.gz,head-on,11.5,230,0.4942708333333333,0.2777777777777778,0.46875,0.224074074074074,0.5197916666666667,0.3314814814814815,Town06,sunset,16,353,17.65,1080,1920,87
videos/head-on/Town06_head-on_sunset_18_aug2.mp4,video_annotations/Town06_head-on_sunset_18.json.gz,head-on,12.7,254,0.4130208333333333,0.5194444444444445,0.3703125,0.487037037037037,0.4557291666666667,0.5518518518518518,Town06,sunset,18,342,17.1,1080,1920,65
videos/head-on/Town06_head-on_sunset_20_aug2.mp4,video_annotations/Town06_head-on_sunset_20.json.gz,head-on,14.35,287,0.4302083333333333,0.6018518518518519,0.3645833333333333,0.5351851851851852,0.4958333333333333,0.6685185185185185,Town06,sunset,20,383,19.15,1080,1920,59
videos/head-on/Town06_head-on_sunset_22_aug2.mp4,video_annotations/Town06_head-on_sunset_22.json.gz,head-on,9.55,191,0.4479166666666667,0.7486111111111111,0.4276041666666667,0.662962962962963,0.4682291666666666,0.8342592592592593,Town06,sunset,22,304,15.2,1080,1920,93
videos/head-on/Town06_head-on_sunset_24_aug2.mp4,video_annotations/Town06_head-on_sunset_24.json.gz,head-on,11.65,233,0.5309895833333333,0.325,0.5041666666666667,0.2685185185185185,0.5578125,0.3814814814814815,Town06,sunset,24,330,16.5,1080,1920,109
videos/head-on/Town06_head-on_sunset_26_aug2.mp4,video_annotations/Town06_head-on_sunset_26.json.gz,head-on,12.25,245,0.478125,0.4625,0.4244791666666667,0.425,0.5317708333333333,0.5,Town06,sunset,26,335,16.75,1080,1920,76
videos/head-on/Town06_head-on_sunset_28_aug2.mp4,video_annotations/Town06_head-on_sunset_28.json.gz,head-on,7.1,142,0.58203125,0.4976851851851852,0.559375,0.4592592592592592,0.6046875,0.5361111111111111,Town06,sunset,28,219,10.95,1080,1920,118
videos/head-on/Town06_head-on_sunset_31_aug2.mp4,video_annotations/Town06_head-on_sunset_31.json.gz,head-on,7.6,152,0.384375,0.6046296296296296,0.3541666666666667,0.55,0.4145833333333333,0.6592592592592592,Town06,sunset,31,260,13.0,1080,1920,171
videos/head-on/Town06_head-on_sunset_33_aug2.mp4,video_annotations/Town06_head-on_sunset_33.json.gz,head-on,11.35,227,0.525,0.7148148148148148,0.478125,0.6796296296296296,0.571875,0.75,Town06,sunset,33,273,13.65,1080,1920,158
videos/head-on/Town06_head-on_sunset_35_aug2.mp4,video_annotations/Town06_head-on_sunset_35.json.gz,head-on,9.95,199,0.509375,0.5402777777777777,0.4697916666666666,0.5120370370370371,0.5489583333333333,0.5685185185185185,Town06,sunset,35,280,14.0,1080,1920,130
videos/head-on/Town06_head-on_sunset_37_aug2.mp4,video_annotations/Town06_head-on_sunset_37.json.gz,head-on,6.85,137,0.4559895833333333,0.3819444444444444,0.4385416666666666,0.3416666666666667,0.4734375,0.4222222222222222,Town06,sunset,37,243,12.15,1080,1920,199
videos/head-on/Town06_head-on_sunset_39_aug2.mp4,video_annotations/Town06_head-on_sunset_39.json.gz,head-on,19.45,389,0.2760416666666667,0.1004629629629629,0.2546875,0.0731481481481481,0.2973958333333333,0.1277777777777777,Town06,sunset,39,422,21.1,1080,1920,38
videos/head-on/Town06_head-on_sunset_42_aug2.mp4,video_annotations/Town06_head-on_sunset_42.json.gz,head-on,6.45,129,0.46796875,0.4148148148148148,0.4109375,0.3657407407407407,0.525,0.4638888888888889,Town06,sunset,42,203,10.15,1080,1920,196
videos/head-on/Town06_head-on_sunset_46_aug2.mp4,video_annotations/Town06_head-on_sunset_46.json.gz,head-on,9.8,196,0.6036458333333333,0.5958333333333333,0.5755208333333334,0.5574074074074075,0.6317708333333333,0.6342592592592593,Town06,sunset,46,266,13.3,1080,1920,122
videos/head-on/Town06_head-on_sunset_48_aug2.mp4,video_annotations/Town06_head-on_sunset_48.json.gz,head-on,12.85,257,0.5893229166666667,0.3986111111111111,0.5489583333333333,0.3768518518518518,0.6296875,0.4203703703703704,Town06,sunset,48,303,15.15,1080,1920,75
videos/head-on/Town06_head-on_sunset_50_aug2.mp4,video_annotations/Town06_head-on_sunset_50.json.gz,head-on,9.85,197,0.6278645833333333,0.4638888888888889,0.5932291666666667,0.4481481481481481,0.6625,0.4796296296296296,Town06,sunset,50,269,13.45,1080,1920,168
videos/head-on/Town06_head-on_sunset_52_aug2.mp4,video_annotations/Town06_head-on_sunset_52.json.gz,head-on,11.35,227,0.4533854166666666,0.3606481481481481,0.4322916666666667,0.3287037037037037,0.4744791666666667,0.3925925925925926,Town06,sunset,52,304,15.2,1080,1920,97
videos/head-on/Town06_head-on_sunset_54_aug2.mp4,video_annotations/Town06_head-on_sunset_54.json.gz,head-on,9.45,189,0.5239583333333333,0.4087962962962962,0.5057291666666667,0.387037037037037,0.5421875,0.4305555555555556,Town06,sunset,54,271,13.55,1080,1920,142
videos/head-on/Town06_head-on_wet_01_aug2.mp4,video_annotations/Town06_head-on_wet_01.json.gz,head-on,7.25,145,0.45703125,0.5986111111111111,0.4260416666666666,0.5342592592592592,0.4880208333333333,0.662962962962963,Town06,wet,1,230,11.5,1080,1920,192
videos/head-on/Town06_head-on_wet_03_aug2.mp4,video_annotations/Town06_head-on_wet_03.json.gz,head-on,4.3,86,0.3502604166666667,0.2888888888888888,0.2864583333333333,0.2444444444444444,0.4140625,0.3333333333333333,Town06,wet,3,194,9.7,1080,1920,238
videos/head-on/Town06_head-on_wet_05_aug2.mp4,video_annotations/Town06_head-on_wet_05.json.gz,head-on,11.9,238,0.6408854166666667,0.3180555555555555,0.5880208333333333,0.2740740740740741,0.69375,0.362037037037037,Town06,wet,5,327,16.35,1080,1920,119
videos/head-on/Town06_head-on_wet_07_aug2.mp4,video_annotations/Town06_head-on_wet_07.json.gz,head-on,13.65,273,0.4674479166666667,0.4171296296296296,0.4453125,0.324074074074074,0.4895833333333333,0.5101851851851852,Town06,wet,7,392,19.6,1080,1920,42
videos/head-on/Town06_head-on_wet_10_aug2.mp4,video_annotations/Town06_head-on_wet_10.json.gz,head-on,13.65,273,0.5916666666666667,0.5296296296296297,0.5515625,0.4685185185185185,0.6317708333333333,0.5907407407407408,Town06,wet,10,425,21.25,1080,1920,47
videos/head-on/Town06_head-on_wet_12_aug2.mp4,video_annotations/Town06_head-on_wet_12.json.gz,head-on,14.4,288,0.55,0.2509259259259259,0.5088541666666667,0.2148148148148148,0.5911458333333334,0.287037037037037,Town06,wet,12,349,17.45,1080,1920,28
videos/head-on/Town06_head-on_wet_14_aug2.mp4,video_annotations/Town06_head-on_wet_14.json.gz,head-on,14.2,284,0.4895833333333333,0.4555555555555555,0.4666666666666667,0.3888888888888889,0.5125,0.5222222222222223,Town06,wet,14,378,18.9,1080,1920,38
videos/head-on/Town06_head-on_wet_16_aug2.mp4,video_annotations/Town06_head-on_wet_16.json.gz,head-on,13.2,264,0.4794270833333333,0.2453703703703703,0.446875,0.1685185185185185,0.5119791666666667,0.3222222222222222,Town06,wet,16,448,22.4,1080,1920,66
videos/head-on/Town06_head-on_wet_18_aug2.mp4,video_annotations/Town06_head-on_wet_18.json.gz,head-on,17.9,358,0.76484375,0.6638888888888889,0.7151041666666667,0.6222222222222222,0.8145833333333333,0.7055555555555556,Town06,wet,18,387,19.35,1080,1920,81
videos/head-on/Town06_head-on_wet_20_aug2.mp4,video_annotations/Town06_head-on_wet_20.json.gz,head-on,14.15,283,0.4567708333333333,0.5745370370370371,0.4078125,0.5324074074074074,0.5057291666666667,0.6166666666666667,Town06,wet,20,391,19.55,1080,1920,38
videos/head-on/Town06_head-on_wet_22_aug2.mp4,video_annotations/Town06_head-on_wet_22.json.gz,head-on,14.45,289,0.4856770833333333,0.3643518518518518,0.4713541666666667,0.3101851851851852,0.5,0.4185185185185185,Town06,wet,22,378,18.9,1080,1920,65
videos/head-on/Town06_head-on_wet_24_aug2.mp4,video_annotations/Town06_head-on_wet_24.json.gz,head-on,11.3,226,0.58515625,0.4638888888888889,0.5536458333333333,0.3981481481481481,0.6166666666666667,0.5296296296296297,Town06,wet,24,350,17.5,1080,1920,100
videos/head-on/Town06_head-on_wet_26_aug2.mp4,video_annotations/Town06_head-on_wet_26.json.gz,head-on,11.05,221,0.4846354166666666,0.4587962962962963,0.4286458333333333,0.4212962962962963,0.540625,0.4962962962962963,Town06,wet,26,304,15.2,1080,1920,98
videos/head-on/Town06_head-on_wet_29_aug2.mp4,video_annotations/Town06_head-on_wet_29.json.gz,head-on,11.65,233,0.5338541666666666,0.1328703703703703,0.5151041666666667,0.0861111111111111,0.5526041666666667,0.1796296296296296,Town06,wet,29,382,19.1,1080,1920,48
videos/head-on/Town06_head-on_wet_31_aug2.mp4,video_annotations/Town06_head-on_wet_31.json.gz,head-on,11.4,228,0.3153645833333333,0.6101851851851852,0.296875,0.5787037037037037,0.3338541666666667,0.6416666666666667,Town06,wet,31,349,17.45,1080,1920,57
videos/head-on/Town06_head-on_wet_33_aug2.mp4,video_annotations/Town06_head-on_wet_33.json.gz,head-on,11.35,227,0.58359375,0.7027777777777777,0.5296875,0.6712962962962963,0.6375,0.7342592592592593,Town06,wet,33,289,14.45,1080,1920,123
videos/head-on/Town06_head-on_wet_35_aug2.mp4,video_annotations/Town06_head-on_wet_35.json.gz,head-on,14.25,285,0.4921875,0.5365740740740741,0.4494791666666666,0.5064814814814815,0.5348958333333333,0.5666666666666667,Town06,wet,35,397,19.85,1080,1920,51
videos/head-on/Town06_head-on_wet_37_aug2.mp4,video_annotations/Town06_head-on_wet_37.json.gz,head-on,8.4,168,0.3880208333333333,0.687037037037037,0.3541666666666667,0.5925925925925926,0.421875,0.7814814814814814,Town06,wet,37,332,16.6,1080,1920,95
videos/head-on/Town06_head-on_wet_39_aug2.mp4,video_annotations/Town06_head-on_wet_39.json.gz,head-on,14.0,280,0.4736979166666666,0.2199074074074074,0.4401041666666667,0.1703703703703703,0.5072916666666667,0.2694444444444444,Town06,wet,39,409,20.45,1080,1920,42
videos/head-on/Town06_head-on_wet_41_aug2.mp4,video_annotations/Town06_head-on_wet_41.json.gz,head-on,11.5,230,0.5135416666666667,0.5226851851851851,0.4744791666666667,0.5018518518518519,0.5526041666666667,0.5435185185185185,Town06,wet,41,286,14.3,1080,1920,94
videos/head-on/Town06_head-on_wet_43_aug2.mp4,video_annotations/Town06_head-on_wet_43.json.gz,head-on,8.4,168,0.6375,0.5578703703703703,0.6109375,0.5231481481481481,0.6640625,0.5925925925925926,Town06,wet,43,297,14.85,1080,1920,109
videos/head-on/Town06_head-on_wet_45_aug2.mp4,video_annotations/Town06_head-on_wet_45.json.gz,head-on,12.7,254,0.4541666666666666,0.5537037037037037,0.4447916666666666,0.5277777777777778,0.4635416666666667,0.5796296296296296,Town06,wet,45,363,18.15,1080,1920,58
videos/head-on/Town06_head-on_wet_47_aug2.mp4,video_annotations/Town06_head-on_wet_47.json.gz,head-on,13.9,278,0.5588541666666667,0.6240740740740741,0.5260416666666666,0.6018518518518519,0.5916666666666667,0.6462962962962963,Town06,wet,47,397,19.85,1080,1920,45
videos/head-on/Town06_head-on_wet_49_aug2.mp4,video_annotations/Town06_head-on_wet_49.json.gz,head-on,6.75,135,0.5716145833333334,0.475,0.5145833333333333,0.4388888888888889,0.6286458333333333,0.5111111111111111,Town06,wet,49,270,13.5,1080,1920,184
videos/head-on/Town06_head-on_wet_51_aug2.mp4,video_annotations/Town06_head-on_wet_51.json.gz,head-on,9.9,198,0.3627604166666666,0.7069444444444445,0.3015625,0.6611111111111111,0.4239583333333333,0.7527777777777778,Town06,wet,51,407,20.35,1080,1920,84
videos/head-on/Town06_head-on_wet_53_aug2.mp4,video_annotations/Town06_head-on_wet_53.json.gz,head-on,7.65,153,0.61171875,0.5842592592592593,0.5854166666666667,0.524074074074074,0.6380208333333334,0.6444444444444445,Town06,wet,53,323,16.15,1080,1920,168
videos/rear-end/Town04_rear-end_clear_00_aug2.mp4,video_annotations/Town04_rear-end_clear_00.json.gz,rear-end,6.2,124,0.61796875,0.4472222222222222,0.546875,0.3990740740740741,0.6890625,0.4953703703703703,Town04,clear,0,386,19.3,1080,1920,32
videos/rear-end/Town04_rear-end_clear_02_aug2.mp4,video_annotations/Town04_rear-end_clear_02.json.gz,rear-end,4.15,83,0.5635416666666667,0.6199074074074075,0.5286458333333334,0.524074074074074,0.5984375,0.7157407407407408,Town04,clear,2,441,22.05,1080,1920,65
videos/rear-end/Town04_rear-end_clear_04_aug2.mp4,video_annotations/Town04_rear-end_clear_04.json.gz,rear-end,2.0,40,0.4981770833333333,0.1662037037037037,0.4661458333333333,0.0555555555555555,0.5302083333333333,0.2768518518518518,Town04,clear,4,348,17.4,1080,1920,101
videos/rear-end/Town04_rear-end_clear_06_aug2.mp4,video_annotations/Town04_rear-end_clear_06.json.gz,rear-end,4.65,93,0.51875,0.3305555555555555,0.4760416666666666,0.2712962962962963,0.5614583333333333,0.3898148148148148,Town04,clear,6,307,15.35,1080,1920,57
videos/rear-end/Town04_rear-end_clear_08_aug2.mp4,video_annotations/Town04_rear-end_clear_08.json.gz,rear-end,5.45,109,0.45,0.1194444444444444,0.3864583333333333,0.0879629629629629,0.5135416666666667,0.1509259259259259,Town04,clear,8,429,21.45,1080,1920,39
videos/rear-end/Town04_rear-end_clear_10_aug2.mp4,video_annotations/Town04_rear-end_clear_10.json.gz,rear-end,5.9,118,0.4463541666666666,0.3726851851851852,0.4067708333333333,0.2907407407407407,0.4859375,0.4546296296296296,Town04,clear,10,303,15.15,1080,1920,26
videos/rear-end/Town04_rear-end_clear_12_aug2.mp4,video_annotations/Town04_rear-end_clear_12.json.gz,rear-end,5.85,117,0.4669270833333333,0.6078703703703704,0.4348958333333333,0.4712962962962962,0.4989583333333333,0.7444444444444445,Town04,clear,12,475,23.75,1080,1920,36
videos/rear-end/Town04_rear-end_clear_14_aug2.mp4,video_annotations/Town04_rear-end_clear_14.json.gz,rear-end,4.9,98,0.6182291666666667,0.5208333333333334,0.5494791666666666,0.4416666666666666,0.6869791666666667,0.6,Town04,clear,14,371,18.55,1080,1920,55
videos/rear-end/Town04_rear-end_clear_16_aug2.mp4,video_annotations/Town04_rear-end_clear_16.json.gz,rear-end,5.35,107,0.7328125,0.3324074074074074,0.6567708333333333,0.2842592592592592,0.8088541666666667,0.3805555555555555,Town04,clear,16,348,17.4,1080,1920,46
videos/rear-end/Town04_rear-end_clear_18_aug2.mp4,video_annotations/Town04_rear-end_clear_18.json.gz,rear-end,4.9,98,0.65859375,0.2050925925925926,0.6348958333333333,0.1324074074074074,0.6822916666666666,0.2777777777777778,Town04,clear,18,444,22.2,1080,1920,55
videos/rear-end/Town04_rear-end_clear_20_aug2.mp4,video_annotations/Town04_rear-end_clear_20.json.gz,rear-end,4.95,99,0.4713541666666667,0.3254629629629629,0.4442708333333333,0.2777777777777778,0.4984375,0.3731481481481482,Town04,clear,20,355,17.75,1080,1920,61
videos/rear-end/Town04_rear-end_clear_22_aug2.mp4,video_annotations/Town04_rear-end_clear_22.json.gz,rear-end,5.65,113,0.32734375,0.2574074074074074,0.2786458333333333,0.2277777777777777,0.3760416666666666,0.287037037037037,Town04,clear,22,370,18.5,1080,1920,52
videos/rear-end/Town04_rear-end_clear_25_aug2.mp4,video_annotations/Town04_rear-end_clear_25.json.gz,rear-end,4.35,87,0.3361979166666666,0.5532407407407407,0.2901041666666666,0.4574074074074074,0.3822916666666666,0.649074074074074,Town04,clear,25,384,19.2,1080,1920,59
videos/rear-end/Town04_rear-end_clear_27_aug2.mp4,video_annotations/Town04_rear-end_clear_27.json.gz,rear-end,2.45,49,0.4971354166666666,0.5962962962962963,0.4744791666666667,0.4981481481481482,0.5197916666666667,0.6944444444444444,Town04,clear,27,280,14.0,1080,1920,100
videos/rear-end/Town04_rear-end_clear_29_aug2.mp4,video_annotations/Town04_rear-end_clear_29.json.gz,rear-end,4.5,90,0.49453125,0.7407407407407407,0.4390625,0.6787037037037037,0.55,0.8027777777777778,Town04,clear,29,419,20.95,1080,1920,50
videos/rear-end/Town04_rear-end_clear_32_aug2.mp4,video_annotations/Town04_rear-end_clear_32.json.gz,rear-end,6.25,125,0.6614583333333334,0.6319444444444444,0.6286458333333333,0.5861111111111111,0.6942708333333333,0.6777777777777778,Town04,clear,32,321,16.05,1080,1920,31
videos/rear-end/Town04_rear-end_clear_34_aug2.mp4,video_annotations/Town04_rear-end_clear_34.json.gz,rear-end,6.25,125,0.56953125,0.5925925925925926,0.5505208333333333,0.5481481481481482,0.5885416666666666,0.6370370370370371,Town04,clear,34,407,20.35,1080,1920,28
videos/rear-end/Town04_rear-end_clear_37_aug2.mp4,video_annotations/Town04_rear-end_clear_37.json.gz,rear-end,5.75,115,0.4708333333333333,0.2087962962962962,0.4072916666666666,0.174074074074074,0.534375,0.2435185185185185,Town04,clear,37,296,14.8,1080,1920,29
videos/rear-end/Town04_rear-end_clear_40_aug2.mp4,video_annotations/Town04_rear-end_clear_40.json.gz,rear-end,5.1,102,0.49453125,0.5768518518518518,0.45,0.5231481481481481,0.5390625,0.6305555555555555,Town04,clear,40,342,17.1,1080,1920,50
videos/rear-end/Town04_rear-end_clear_42_aug2.mp4,video_annotations/Town04_rear-end_clear_42.json.gz,rear-end,4.95,99,0.4143229166666666,0.6810185185185185,0.3723958333333333,0.5796296296296296,0.45625,0.7824074074074074,Town04,clear,42,326,16.3,1080,1920,53
videos/rear-end/Town04_rear-end_clear_46_aug2.mp4,video_annotations/Town04_rear-end_clear_46.json.gz,rear-end,5.65,113,0.4419270833333333,0.6078703703703704,0.421875,0.5787037037037037,0.4619791666666666,0.6370370370370371,Town04,clear,46,527,26.35,1080,1920,41
videos/rear-end/Town04_rear-end_clear_48_aug2.mp4,video_annotations/Town04_rear-end_clear_48.json.gz,rear-end,4.9,98,0.4236979166666667,0.5675925925925925,0.3817708333333333,0.5444444444444444,0.465625,0.5907407407407408,Town04,clear,48,268,13.4,1080,1920,53
videos/rear-end/Town04_rear-end_clear_50_aug2.mp4,video_annotations/Town04_rear-end_clear_50.json.gz,rear-end,3.15,63,0.49453125,0.2828703703703704,0.4416666666666666,0.2629629629629629,0.5473958333333333,0.3027777777777777,Town04,clear,50,361,18.05,1080,1920,92
videos/rear-end/Town04_rear-end_clear_52_aug2.mp4,video_annotations/Town04_rear-end_clear_52.json.gz,rear-end,5.7,114,0.28984375,0.3847222222222222,0.2385416666666666,0.35,0.3411458333333333,0.4194444444444444,Town04,clear,52,326,16.3,1080,1920,40
